summary,spearman_rho,p_value,subsample
resid_median,0.04768846931073399,0.7529766604129744,14
resid_q25,0.0004948219902540493,0.9973959622418793,14
resid_q75,0.28767713458394784,0.052547026879071215,14
resid_sd,0.3250980475969104,0.027488703724882806,14
resid_mean,0.0582652893524143,0.700514490421527,15
resid_median,0.04917293528149615,0.7455404625592054,15
resid_q25,0.12207016389119373,0.418996048373693,15
resid_q75,0.09358320890679706,0.5361769261368269,15
resid_sd,0.16588907223267,0.27054590052460553,15
resid_mean,0.06308980375739127,0.6770183153796743,16
resid_median,-0.07162548308927363,0.6361940166060135,16
resid_q25,-0.02653482922737339,0.8610435871430229,16
resid_q75,0.1766514505206956,0.24023512488237628,16
resid_sd,0.15741524564956944,0.2961193989128271,16
resid_mean,0.20665003367984733,0.16822725304018807,17
resid_median,0.17461030981089765,0.24579825952861092,17
resid_q25,0.22718514627539035,0.12892070149195212,17
resid_q75,0.14986921029819517,0.3201654718120888,17
resid_sd,0.1387975682662608,0.35761075745710413,17
resid_mean,0.13465343409788316,0.3722839456337368,18
resid_median,0.08795460876765726,0.5610729970405761,18
resid_q25,0.15908526986667682,0.2909598087288026,18
resid_q75,0.24066904550981322,0.10714569069776322,18
resid_sd,0.1747958680572429,0.2452889471470207,18
resid_mean,0.21815464495325396,0.1452583886985205,19
resid_median,0.14665286736154384,0.3307787749002765,19
resid_q25,-0.02523592150295651,0.8677836357518572,19
resid_q75,0.19459474821469241,0.19500544356505936,19
resid_sd,0.26936872094454806,0.07025031597332772,19
resid_mean,0.17120840862790104,0.25526262617488066,20
resid_median,0.10125294975573483,0.5031410797908461,20
resid_q25,0.08981019123110993,0.5528061255012388,20
resid_q75,0.24482072899992136,0.10104256386253736,20
resid_sd,0.23349412665112948,0.11835241136576295,20
resid_mean,0.16941467891323012,0.26035011876415803,21
resid_median,0.07669740848937763,0.6124224476458258,21
resid_q25,0.0955006441190315,0.5278202490526687,21
resid_q75,0.20943340737502636,0.16244303706694332,21
resid_sd,0.2363393530950903,0.1138067351698282,21
resid_mean,0.20479445121639464,0.17216542370312968,22
resid_median,0.038410556993470575,0.799930472978979,22
resid_q25,-0.00822641558797357,0.9567282980154251,22
resid_q75,0.2258862385509735,0.13118174404256963,22
resid_sd,0.3115522956137058,0.03505951252256218,22
resid_mean,0.20065031704801695,0.18120018792201661,23
resid_median,0.17417734056942535,0.24698943744833332,23
resid_q25,0.17287843284500848,0.25058636456284533,23
resid_q75,0.23924643228783282,0.10930058189786165,23
resid_sd,0.1090463961022361,0.47066943479908485,23
resid_mean,0.06166719053541088,0.6839163919087531,24
resid_median,0.10873713235832734,0.47193632776721317,24
resid_q25,0.18630047933064955,0.21509936591257456,24
resid_q75,0.10725266638756516,0.47804259009750383,24
resid_sd,0.19421763117471433,0.19588914739489538,24
resid_mean,0.11547908197553874,0.44473335280204046,25
resid_median,0.09302653416776126,0.5386150415883233,25
resid_q25,0.06840914015262231,0.6514603263484453,25
resid_q75,0.19520727515522246,0.1935761224781656,25
resid_sd,0.1963824773820758,0.1908546353300847,25
resid_mean,0.1950835696576589,0.1938641869013051,26
resid_median,0.1592708281130221,0.2903901467015523,26
resid_q25,0.12178806235127787,0.42007997372382505,26
resid_q75,0.19359910368689678,0.1973446795161883,26
resid_sd,0.1600130610984032,0.2881187486831596,26
resid_mean,0.2795744244935378,0.059877143460521594,27
resid_median,0.20955711287258985,0.16218936673884782,27
resid_q25,0.06853284565018582,0.6508704927227688,27
resid_q75,0.29083162477181745,0.049896946418533566,27
resid_sd,0.3200879749455881,0.030112405727609322,27
resid_mean,0.1622397600545464,0.28137413130932215,28
resid_median,0.10688154989487464,0.479575643797142,28
resid_q25,0.026472976478591634,0.8613643242772674,28
resid_q75,0.2642349427956623,0.07598107042608904,28
resid_sd,0.2216183988850323,0.13881999615558435,28
resid_mean,0.13273599888564871,0.3791931454931243,29
resid_median,0.12061286012442451,0.42461255974057266,29
resid_q25,0.05838899484997781,0.6999084414074415,29
resid_q75,0.19966067306750887,0.1834070911404428,29
resid_sd,0.18234190340861717,0.2251804049827364,29
resid_mean,0.2461739401513895,0.09911218695792598,30
resid_median,0.09964477828740917,0.509980832255291,30
resid_q25,0.21617535699223775,0.14903519368077245,30
resid_q75,0.22595505887739076,0.1310612070193582,30
resid_sd,0.1599512083496214,0.2883075888265277,30
resid_mean,0.1697239426571389,0.259468167683749,31
resid_median,0.14974550480063167,0.32056965567207396,31
resid_q25,0.13694198580280814,0.3641368430890446,31
resid_q75,0.23677232233656254,0.11312680000062454,31
resid_sd,0.24908101934413204,0.09506137651875925,31
resid_mean,0.19155796297709882,0.202202110277275,32
resid_median,0.14380764091758308,0.34034842469285226,32
resid_q25,0.08922534148114869,0.5554054757297098,32
resid_q75,0.18023890995003744,0.2306664060020051,32
resid_sd,0.27969812999110133,0.05975938449350034,32
resid_mean,0.08783090327009374,0.5616261685558148,33
resid_median,0.056842676130433915,0.7074972024680768,33
resid_q25,0.10051071677035375,0.5062920628227547,33
resid_q75,0.12667442950503663,0.40153076856428493,33
resid_sd,0.1610027050789113,0.28510825914251214,33
resid_mean,0.2219276626289411,0.13825562974145456,34
resid_median,0.19322798719420625,0.19822165807864384,34
resid_q25,0.23689602783412608,0.11293310150128649,34
resid_q75,0.2552662942223076,0.08686950565850493,34
resid_sd,0.33412854891904675,0.02324010389228707,34
resid_mean,0.16131196882282006,0.284171708546155,35
